marca,modelo,geracoes,trims,carrocerias,n_urls,fonte
TALBOT,110,,,,1,classic.com
TALBOT,14 45,,,,1,classic.com
TALBOT,15 20,,,,1,classic.com
TALBOT,15HP,,,,1,classic.com
TALBOT,20 24,,,,1,classic.com
TALBOT,25 50,,,,1,classic.com
TALBOT,75,,,,1,classic.com
TALBOT,8 18,,,,1,classic.com
TALBOT,90,,,,1,classic.com
TALBOT,SAMBA,,,,1,classic.com
TALBOT,SUNBEAM,,,,1,classic.com
TALBOT LAGO,T11,,,,1,classic.com
TALBOT LAGO,T120,,,,1,classic.com
TALBOT LAGO,T14,,,,1,classic.com
TALBOT LAGO,T15,,,,1,classic.com
TALBOT LAGO,T150,,,,1,classic.com
TALBOT LAGO,T23,,,,1,classic.com
TALBOT LAGO,T26,,,,1,classic.com
TALBOT LAGO,T26 COURSE,,,,1,classic.com
TALBOT LAGO,T4,,,,1,classic.com
TERRADYNE,GURKHA,,,,1,classic.com
TESLA,CYBERTRUCK,,,,1,classic.com
TESLA,MODEL S,,,,1,classic.com
TESLA,MODEL X,,,,1,classic.com
TESLA,ROADSTER,1ST GEN,,,2,classic.com
TITAN MOTORCYCLE COMPANY,SHELBY,,,,1,classic.com
TOYOTA,2000GT,,,,1,classic.com
TOYOTA,4RUNNER,1ST GEN|2ND GEN|3RD GEN|4TH GEN|5TH GEN|6TH GEN,TRD PRO,,9,classic.com
TOYOTA,86,1ST GEN|2ND GEN,,,3,classic.com
TOYOTA,ALTEZZA,,,,1,classic.com
TOYOTA,ARISTO,S140|S160,,,3,classic.com
TOYOTA,AVALON,,,,1,classic.com
TOYOTA,BLIZZARD,,,,1,classic.com
TOYOTA,CALDINA,,,,1,classic.com
TOYOTA,CAMRY,V10|V20|XV10|XV20|XV30,,,6,classic.com
TOYOTA,CARINA,,,,1,classic.com
TOYOTA,CELICA,1ST GEN|2ND GEN|3RD GEN|4TH GEN|5TH GEN|6TH GEN|7TH GEN,GT|GT FOUR|GTS|SS II|SS III|ST|SX|TURBO ALL TRAC|VVT I|XT,,37,classic.com
TOYOTA,CELSIOR,,,,1,classic.com
TOYOTA,CENTURY,1ST GEN|2ND GEN,,,3,classic.com
TOYOTA,CHASER,,,,1,classic.com
TOYOTA,CLASSIC,,,,1,classic.com
TOYOTA,COASTER,,,,1,classic.com
TOYOTA,COROLLA,,1ST GEN E10|2ND GEN E20|3RD GEN E3050|4TH GEN E70|5TH GEN E80|6TH GEN E90|7TH GEN E100|8TH GEN E110|9TH GEN E120E130|FX16 GT S|GT S|LEVIN SPRINTER TRUENO|LEVINTRUENOGT|SPORT SR5,,17,classic.com
TOYOTA,COROLLA II,,,,1,classic.com
TOYOTA,CORONA,,3RD GEN T4050|4TH GEN T8090|5TH GEN T100120|6TH GEN T130|7TH GEN T140150|8TH GEN T170|9TH GEN T190200,,8,classic.com
TOYOTA,CRESSIDA,,X3040 1ST GEN|X5060 2ND GEN|X70 3RD GEN|X80 4TH GEN,,5,classic.com
TOYOTA,CRESTA,,,,1,classic.com
TOYOTA,CROWN,S110|S120|S130|S140|S150|S170|S40|S6070,S8090100,,10,classic.com
TOYOTA,CROWN MAJESTA,,,,1,classic.com
TOYOTA,DYNA,,,,1,classic.com
TOYOTA,ESTIMA,,,,1,classic.com
TOYOTA,FJ CRUISER,,TRAIL TEAMS|TRD SPECIAL EDITION|ULTIMATE EDITION,,5,classic.com
TOYOTA,GR COROLLA,,,,1,classic.com
TOYOTA,HARRIER,,,,1,classic.com
TOYOTA,HIACE,1ST GEN|2ND GEN|3RD GEN|45TH GEN|4TH GEN,,,6,classic.com
TOYOTA,HIGHLANDER,,,,1,classic.com
TOYOTA,HILUX,1ST GEN|2ND GEN|3RD GEN|4TH GEN|5TH GEN|6TH GEN,,,7,classic.com
TOYOTA,HILUX SURF,1ST GEN|2ND GEN|3RD GEN,,,4,classic.com
TOYOTA,IPSUM,,,,1,classic.com
TOYOTA,IQ,,,,1,classic.com
TOYOTA,LAND CRUISER,FJ25|FJ28|FJ40|FJ43|FJ45|FJ55|FJ60|FJ62|FJ80|HJ45|HJ47,100 SERIES|20 SERIES|200 SERIES|250 SERIES|40 SERIES|60 SERIES|70 SERIES|80 SERIES|90 SERIES|BANDEIRANTE|BJ40 TO BJ42|BJ43 TO BJ46|FZJ80|HJ60 TO HJ61|HXJ8081|JDM VARIANTS RHD|LV|POST FACELIFT|PRE FACELIFT|ROW LHD|TROOPY|UZJ100,PICKUP,35,classic.com
TOYOTA,LITEACE TOWNACE,,,,1,classic.com
TOYOTA,MARK II,,1ST GEN T60T70|2ND GEN X10X20|6TH GEN X80|7TH GEN X90|8TH GEN X100|9TH GEN X110,,7,classic.com
TOYOTA,MARK X,,,,1,classic.com
TOYOTA,MEGA CRUISER,,,,1,classic.com
TOYOTA,MR2,,BASE MODEL AUTOMATIC|BASE MODEL MANUAL|G LIMITED|GT GT S|GT I|SUPERCHARGED|TURBO|W10 1ST GEN|W20 2ND GEN|W30 3RD GEN,SPIDER,14,classic.com
TOYOTA,NASCAR,,,,1,classic.com
TOYOTA,ORIGIN,,,,1,classic.com
TOYOTA,PICKUP,2ND GEN|3RD GEN|4TH GEN|5TH GEN,4WD|RWD,,9,classic.com
TOYOTA,PREVIA,,,,1,classic.com
TOYOTA,PUBLICA,,,,1,classic.com
TOYOTA,RAV4,,XA10 1ST GEN|XA20 2ND GEN|XA30 3RD GEN,,4,classic.com
TOYOTA,SEQUOIA,1ST GEN|2ND GEN,,,3,classic.com
TOYOTA,SERA,,,,1,classic.com
TOYOTA,SIENNA,,,,1,classic.com
TOYOTA,SOARER,Z20|Z30|Z40,,,4,classic.com
TOYOTA,SOLARA,1ST GEN|2ND GEN,,,3,classic.com
TOYOTA,SPORTS 800,,,,1,classic.com
TOYOTA,SPRINTER CARIB,,,,1,classic.com
TOYOTA,STARLET,,,,1,classic.com
TOYOTA,STOUT,,,,1,classic.com
TOYOTA,SUPRA,1ST GEN|2ND GEN|3RD GEN|4TH GEN|5TH GEN,20|30|45TH ANNIVERSARY EDITION|A91 SPECIAL EDITION|FINAL EDITION|LAUNCH EDITION|PREMIUM|RZ|SZ SZ R|TURBO|TURBO R|TWIN TURBO,,23,classic.com
TOYOTA,T100,,,,1,classic.com
TOYOTA,TACOMA,1ST GEN|2ND GEN|3RD GEN|4TH GEN,TRD PRO,,7,classic.com
TOYOTA,TERCEL,,,,1,classic.com
TOYOTA,TOYOACE,,,,1,classic.com
TOYOTA,TREKKER,,,,1,classic.com
TOYOTA,TUNDRA,1ST GEN|2ND GEN|3RD GEN,,,4,classic.com
TOYOTA,VITZ,,,,1,classic.com
TOYOTA,WILL,,,,1,classic.com
TOYOTA,YARIS,,,,1,classic.com
TRITAN,A2,,,,1,classic.com
TRIUMPH,2000,,,,1,classic.com
TRIUMPH,ACCLAIM,,,,1,classic.com
TRIUMPH,DOLOMITE,1ST GEN|2ND GEN,,,3,classic.com
TRIUMPH,GLORIA,,,,1,classic.com
TRIUMPH,GT6,,,,3,classic.com
TRIUMPH,HERALD,,,,1,classic.com
TRIUMPH,ITALIA,,,,1,classic.com
TRIUMPH,MAYFLOWER,,,,1,classic.com
TRIUMPH,RENOWN,,,,1,classic.com
TRIUMPH,SPITFIRE,,,,1,classic.com
TRIUMPH,STAG,,,,1,classic.com
TRIUMPH,TR2,,,,1,classic.com
TRIUMPH,TR2 EX WORKS LE MANS,,,,1,classic.com
TRIUMPH,TR3,,A|B|TR3 BASE MODEL,,5,classic.com
TRIUMPH,TR4,,IRS,,4,classic.com
TRIUMPH,TR5,,,,1,classic.com
TRIUMPH,TR6,,,,3,classic.com
TRIUMPH,TR7,,,COUPE|ROADSTER,4,classic.com
TRIUMPH,TR8,,,COUPE|ROADSTER,3,classic.com
TRIUMPH,TRIUMPH ROADSTER,,TRIUMPH 1800 ROADSTER|TRIUMPH 2000 ROADSTER,,3,classic.com
TRIUMPH,VITESSE,,,,1,classic.com
TRIUMPH MOTORCYCLES,312HP,,,,1,classic.com
TRIUMPH MOTORCYCLES,BONNEVILLE,1ST GEN|2ND GEN|3RD GEN|T120|T140,,,6,classic.com
TRIUMPH MOTORCYCLES,DAYTONA,,,,1,classic.com
TRIUMPH MOTORCYCLES,HURRICANE,,,,1,classic.com
TRIUMPH MOTORCYCLES,JUNIOR,,,,1,classic.com
TRIUMPH MOTORCYCLES,MODEL H,,,,1,classic.com
TRIUMPH MOTORCYCLES,MODEL N,,,,1,classic.com
TRIUMPH MOTORCYCLES,MODEL P,,,,1,classic.com
TRIUMPH MOTORCYCLES,MODEL R,,,,1,classic.com
TRIUMPH MOTORCYCLES,MODEL TT,,,,1,classic.com
TRIUMPH MOTORCYCLES,MODEL W,,,,1,classic.com
TRIUMPH MOTORCYCLES,ROCKET III,,,,1,classic.com
TRIUMPH MOTORCYCLES,SCRAMBLER,,,,1,classic.com
TRIUMPH MOTORCYCLES,SPEED,,,,1,classic.com
TRIUMPH MOTORCYCLES,SPRINT,,,,1,classic.com
TRIUMPH MOTORCYCLES,STREET TRIPLE,,,,1,classic.com
TRIUMPH MOTORCYCLES,TERRIER,,,,1,classic.com
TRIUMPH MOTORCYCLES,THRUXTON,,,,1,classic.com
TRIUMPH MOTORCYCLES,THUNDERBIRD,,,,1,classic.com
TRIUMPH MOTORCYCLES,TIGER,,,,1,classic.com
TRIUMPH MOTORCYCLES,TIGRESS,,,,1,classic.com
TRIUMPH MOTORCYCLES,TRIDENT,,,,1,classic.com
TRIUMPH MOTORCYCLES,TRITON,,,,1,classic.com
TRIUMPH MOTORCYCLES,TROPHY,,,,1,classic.com
TRIUMPH MOTORCYCLES,TRW 500,,,,1,classic.com
TRIUMPH MOTORCYCLES,TWENTY ONE,,,,1,classic.com
TVR,350I,,,,1,classic.com
TVR,390SE,,,,1,classic.com
TVR,400SE,,,,1,classic.com
TVR,430SE,,,,1,classic.com
TVR,450 SEAC,,,,1,classic.com
TVR,CERBERA,,,,1,classic.com
TVR,CHIMAERA,,,,1,classic.com
TVR,GRANTURA,,,,1,classic.com
TVR,GRIFFITH,,GRIFFITH 200|GRIFFITH 400|GRIFFITH 500|GRIFFITH 600,,5,classic.com
TVR,M SERIES,,,,1,classic.com
TVR,S SERIES,,,,1,classic.com
TVR,SAGARIS,,,,1,classic.com
TVR,SPEED 12,,,,1,classic.com
TVR,T350,,,,1,classic.com
TVR,TAMORA,,,,1,classic.com
TVR,TASMIN,200,280I,,3,classic.com
TVR,TUSCAN,T440R,CHALLENGE|SPEED SIX|V6 V8,,5,classic.com
TVR,VIXEN,,,,1,classic.com
ULTIMA,EVOLUTION,,,,1,classic.com
ULTIMA,GTR,,,,1,classic.com
ULTIMA,MK3,,,,1,classic.com
ULTIMA,RS,,,,1,classic.com
ULTIMA,SPORT,,,,1,classic.com
URAL,CT,,,,1,classic.com
URAL,GEAR UP,,,,1,classic.com
URAL,M63,,,,1,classic.com
URAL,M70,,,,1,classic.com
URAL,PATROL,,,,1,classic.com
URAL,RED STAR,,,,1,classic.com
URAL,RETRO CLASSIC,,,,1,classic.com
URAL,T,,,,1,classic.com
URAL,TOURIST,,,,1,classic.com
URAL,TROYKA,,,,1,classic.com
VANDERHALL,BRAWLEY,,,,1,classic.com
VANDERHALL,CARMEL,,,,1,classic.com
VANDERHALL,VENICE,,,,1,classic.com
VAUXHALL,10 4,,,,1,classic.com
VAUXHALL,12 4,,,,1,classic.com
VAUXHALL,12 6,,,,1,classic.com
VAUXHALL,14 40,,,,1,classic.com
VAUXHALL,14 6,,,,1,classic.com
VAUXHALL,20 60,,,,1,classic.com
VAUXHALL,23 60,,,,1,classic.com
VAUXHALL,30 98,,,,1,classic.com
VAUXHALL,ASTRA,,,,1,classic.com
VAUXHALL,BIX SIX,,,,1,classic.com
VAUXHALL,CADET,,,,1,classic.com
VAUXHALL,CALIBRA,,,,1,classic.com
VAUXHALL,CARLTON,,,,1,classic.com
VAUXHALL,CAVALIER,,,,1,classic.com
VAUXHALL,CHEVETTE,,,,1,classic.com
VAUXHALL,CORSA,,,,1,classic.com
VAUXHALL,CRESTA,,,,1,classic.com
VAUXHALL,D TYPE,,,,1,classic.com
VAUXHALL,MONARO,,,,1,classic.com
VAUXHALL,NOVA,,,,1,classic.com
VAUXHALL,PRINCE HENRY,,,,1,classic.com
VAUXHALL,ROYALE,,,,1,classic.com
VAUXHALL,SENATOR,,,,1,classic.com
VAUXHALL,VECTRA,,,,1,classic.com
VAUXHALL,VELOX,,,,1,classic.com
VAUXHALL,VICTOR,,,,1,classic.com
VAUXHALL,VIVA,,,,1,classic.com
VAUXHALL,VX220,,,,1,classic.com
VAUXHALL,VXR8,,,,1,classic.com
VAUXHALL,WYVERN,,,,1,classic.com
VECTOR,AVTECH WX 3,,,,1,classic.com
VECTOR,M12,,,,1,classic.com
VECTOR,SRV8,,,,1,classic.com
VECTOR,W8,,,,1,classic.com
VENTURI,111,,,,1,classic.com
VENTURI,200,,,,1,classic.com
VENTURI,221,,,,1,classic.com
VENTURI,260,,,,1,classic.com
VENTURI,300,,,,1,classic.com
VENTURI,400,,,,1,classic.com
VENTURI,600,,,,1,classic.com
VOLKSWAGEN,BEETLE,,BEETLE A5|NEW BEETLE|RSI|SUPER BEETLE|TURBO|TYPE 1,CONVERTIBLE|COUPE,13,classic.com
VOLKSWAGEN,BRASILIA,,,,1,classic.com
VOLKSWAGEN,CABRIOLET,MK1|MK3|MK6,,,4,classic.com
VOLKSWAGEN,CADDY,,,,1,classic.com
VOLKSWAGEN,CC,,,,1,classic.com
VOLKSWAGEN,CORRADO,G60|MK1|MK2|VR6,BASE|G60 SGS DESIGN STUDY|VR6 CAMPAIGN|VR6 STORM,,10,classic.com
VOLKSWAGEN,CRAFTER,,,,1,classic.com
VOLKSWAGEN,EA489,,,,1,classic.com
VOLKSWAGEN,EOS,,,,1,classic.com
VOLKSWAGEN,GOLF,MK1|MK2|MK3|MK4|MK5|MK6|MK7|MK8|R32,GOLF BASE|GOLF COUNTRY|GOLF GTD|GOLF GTI|GOLF GTI VR6|GOLF GTI VR6 SYNCRO|GOLF LIMITED|GOLF RALLYE|GTI VR6|R|SPORTWAGEN,,37,classic.com
VOLKSWAGEN,ID4,,,,1,classic.com
VOLKSWAGEN,IDBUZZ,,,,1,classic.com
VOLKSWAGEN,JETTA,A1|A2|A3|A4|A5|A6|A7,A4 WAGON,,9,classic.com
VOLKSWAGEN,K70,,,,1,classic.com
VOLKSWAGEN,KARMANN GHIA,,TC|TYPE 14|TYPE 14 CONVERTIBLE|TYPE 14 COUPE|TYPE 34,,6,classic.com
VOLKSWAGEN,LT,,,,1,classic.com
VOLKSWAGEN,PASSAT,B1|B2|B3|B4|B5|B6,,,7,classic.com
VOLKSWAGEN,PHAETON,,,,1,classic.com
VOLKSWAGEN,SAVEIRO,,,,1,classic.com
VOLKSWAGEN,SCIROCCO,,TYPE 1|TYPE 2|TYPE 3,,4,classic.com
VOLKSWAGEN,SP2,,,,1,classic.com
VOLKSWAGEN,THING,,,,1,classic.com
VOLKSWAGEN,TOUAREG,1ST GEN|2ND GEN|3RD GEN|R50|V10,BASE,,7,classic.com
VOLKSWAGEN,TYPE 147,,,,1,classic.com
VOLKSWAGEN,TYPE 166,,,,1,classic.com
VOLKSWAGEN,TYPE 183,,,,1,classic.com
VOLKSWAGEN,TYPE 2,T1|T2|T3|T4|T5|T6|T7,BILBO|COMPASS|DEHLER|DELUX MICROBUS|DOKA|DOKA SYNCRO|EUROVAN|EUROVAN MV|EUROVAN SYNCRO|MICROBUS|PANEL VAN|PASSENGER VAN|PASSENGER VAN SYNCRO|RIVIERA CAMPER|SAMBA|SAMBA RE CREATION|SINGLE CAB|SINGLE CAB SYNCRO|UTILITY VEHICLES|WESTFALIA|WESTFALIACAMPER|WESTFALIACAMPER SYNCRO|WINNEBAGOCAMPER,,41,classic.com
VOLKSWAGEN,TYPE 3,,,,1,classic.com
VOLKSWAGEN,TYPE 4,411|412,,,3,classic.com
VOLKSWAGEN,TYPE 82,,,,1,classic.com
VOLKSWAGEN,TYPE 82 REPLICA,,,,1,classic.com
VOLKSWAGEN,XL1,,,,1,classic.com
VOLVO,140 SERIES,,,,1,classic.com
VOLVO,164,,,,1,classic.com
VOLVO,1800,P1800,1800E|1800ES|1800S,,5,classic.com
VOLVO,200 SERIES,242|244|245|262|264,262C,,7,classic.com
VOLVO,340,,,,1,classic.com
VOLVO,440,,,,1,classic.com
VOLVO,460,,,,1,classic.com
VOLVO,480,,,,1,classic.com
VOLVO,66,,,,1,classic.com
VOLVO,700 SERIES,740|760|780,,,4,classic.com
VOLVO,850,,R|T 5R|TURBO,SEDAN|WAGON,9,classic.com
VOLVO,900 SERIES,,,,1,classic.com
VOLVO,AMAZON,121|130|220,122S|123GT,,7,classic.com
VOLVO,C202,,,,1,classic.com
VOLVO,C30,,C30 POLESTAR LIMITED EDITION|R DESIGN,,4,classic.com
VOLVO,C303,,,,1,classic.com
VOLVO,C70,1ST GEN|2ND GEN,,,3,classic.com
VOLVO,DUETT,,,,1,classic.com
VOLVO,L3314,,,,1,classic.com
VOLVO,P1900,,,,1,classic.com
VOLVO,PV 56,,,,1,classic.com
VOLVO,PV444,,,,1,classic.com
VOLVO,PV544,,,,1,classic.com
VOLVO,PV800,,,,1,classic.com
VOLVO,S40,,,,1,classic.com
VOLVO,S60,1ST GEN|2ND GEN|3RD GEN,CROSS COUNTRY|POLESTAR|R DESIGN|S60 R DESIGN,,11,classic.com
VOLVO,S70,,,,1,classic.com
VOLVO,S80,1ST GEN|2ND GEN,,,3,classic.com
VOLVO,TP21,,,,1,classic.com
VOLVO,V60,1ST GEN|2ND GEN,POLESTAR|POLESTAR ENGINEERED,,5,classic.com
VOLVO,V70,1ST GEN|2ND GEN|3RD GEN,AUTOMATIC|BASE|MANUAL|R|R DESIGN|XC,,15,classic.com
WANDERER,MOTORCYCLES,,,,1,classic.com
WD DENZEL,1300,,,,1,classic.com
WELLS,VERTIGE,,,,1,classic.com
WHITE,COMMERCIAL VEHICLES,,,,1,classic.com
WHITE,HALF TRACK,,,,1,classic.com
WHITE,MODEL 30,,,,1,classic.com
WHITE,MODEL 40,,,,1,classic.com
WHITE,SCOUT CAR,,,,1,classic.com
WHITE,STEAMER,,,,1,classic.com
WIESMANN,MF3,,,,1,classic.com
WIESMANN,MF4,,,,1,classic.com
WIESMANN,MF5,,,,1,classic.com
WILLYS OVERLAND,77,,,,1,classic.com
WILLYS OVERLAND,AERO,,,,1,classic.com
WILLYS OVERLAND,AMERICAR,,,,1,classic.com
WILLYS OVERLAND,INTERLAGOS,,,,1,classic.com
WILLYS OVERLAND,JEEPSTER,,,,1,classic.com
WILLYS OVERLAND,M38,,,,1,classic.com
WILLYS OVERLAND,M38A1,,,,1,classic.com
WILLYS OVERLAND,MB,,,,1,classic.com
WILLYS OVERLAND,MODEL 83,,,,1,classic.com
WILLYS OVERLAND,MODEL 91,,,,1,classic.com
WILLYS OVERLAND,WILLYS KNIGHT,,,,1,classic.com
WOLSELEY,11001300,,,,1,classic.com
WOLSELEY,1456,,,,1,classic.com
WOLSELEY,1500,,MK III|MKI|MKII,,4,classic.com
WOLSELEY,1550,,,,1,classic.com
WOLSELEY,1660,,,,1,classic.com
WOLSELEY,680,,,,1,classic.com
WOLSELEY,HORNET,,MK I|MK II|MK III,,4,classic.com
WOLSELEY,HORNET SIX,,,,1,classic.com
WOLSELEY,OXFORD TAXI,,,,1,classic.com
WOLSELEY,SUPER SIX,,,,1,classic.com
WOODILL,BRUSHFIRE,,,,1,classic.com
WOODILL,WILDFIRE,,,,1,classic.com
ZASTAVA,750,,,,1,classic.com
ZIMMER,GOLDEN SPIRIT,,,,1,classic.com
ZIMMER,QUICKSILVER,,,,1,classic.com
