marca,modelo,geracoes,trims,carrocerias,n_urls,fonte
ABARTH,1000SP,,,,1,classic.com
ABARTH,207A,,,,1,classic.com
ABARTH,208A,,,,1,classic.com
ABARTH,OT 1300,,,,1,classic.com
ABARTH,OT 2000,,,,1,classic.com
ABARTH,SE 018 MILLINO,,,,1,classic.com
AC,10HP,,,,1,classic.com
AC,12HP,,,,1,classic.com
AC,2 LITRE,,,,1,classic.com
AC,3000ME,,,,1,classic.com
AC,378 GT,,,,1,classic.com
AC,ACE,,,,1,classic.com
AC,ACECA,,,,1,classic.com
AC,BROOKLANDS ACE,,,,1,classic.com
AC,FRUA,,,,1,classic.com
AC,GREYHOUND,,,,1,classic.com
AC,PETITE,,,,1,classic.com
AC,SIX,,,,1,classic.com
AC,SOCIABLE,,,,1,classic.com
ACADIAN,BEAUMONT,,,,1,classic.com
ACADIAN,CANSO,,,,1,classic.com
ACADIAN,INVADER,,,,1,classic.com
ACURA,CL,,,,1,classic.com
ACURA,INTEGRA,,FIFTH GENERATION|FIRST GENERATION|GS|GS R|LS|RS|SECOND GENERATION|THIRD GENERATION|TYPE R|TYPE S,,17,classic.com
ACURA,LEGEND,1ST GEN|2ND GEN,,,3,classic.com
ACURA,NSX,1ST GEN|2ND GEN|NA1|NA2,FACELIFT|PRE FACELIFT|TYPE S|ZANARDI,COUPE|TARGA,13,classic.com
ACURA,RL,,,,1,classic.com
ACURA,RSX,,TYPE S,,3,classic.com
ACURA,SLX,,,,1,classic.com
ACURA,TL,,,,1,classic.com
ACURA,VIGOR,,,,1,classic.com
AEC,ALL MODELS,,,,1,classic.com
ALFA ROMEO,145,,,,1,classic.com
ALFA ROMEO,146,,,,1,classic.com
ALFA ROMEO,147,,,,1,classic.com
ALFA ROMEO,155,,,,1,classic.com
ALFA ROMEO,156,,,,1,classic.com
ALFA ROMEO,159,,,,1,classic.com
ALFA ROMEO,164,,BASE|QUADRIFOGLIO 4|QUADRIFOGLIO VERDE,,4,classic.com
ALFA ROMEO,166,,,,1,classic.com
ALFA ROMEO,1900,,REPLICA,BERLINA|CABRIOLET|COUPE,6,classic.com
ALFA ROMEO,1900 M,,,,1,classic.com
ALFA ROMEO,2000,,SPRINT,BERLINA|SPIDER,4,classic.com
ALFA ROMEO,2600,,SPRINT|SZ ZAGATO,BERLINA|SPIDER,6,classic.com
ALFA ROMEO,33,1ST GEN|2ND GEN,,,3,classic.com
ALFA ROMEO,4C,,,COUPE|SPIDER,3,classic.com
ALFA ROMEO,6C,,1500|1750|2300|2300 B|2500|3000|REPLICA,,9,classic.com
ALFA ROMEO,75,,,,1,classic.com
ALFA ROMEO,8C,,2300|2600|2900|8C 35 TIPO C|REPLICA,,6,classic.com
ALFA ROMEO,8C COMPETIZIONE,,,COUPE|SPIDER,3,classic.com
ALFA ROMEO,90,,,,1,classic.com
ALFA ROMEO,ALFA 6,,,,1,classic.com
ALFA ROMEO,ALFASUD,,,,1,classic.com
ALFA ROMEO,ALFETTA,,GT GTV,BERLINA,4,classic.com
ALFA ROMEO,ARNA,,,,1,classic.com
ALFA ROMEO,BERLINA,,1750,,3,classic.com
ALFA ROMEO,BRERA SPIDER TYPE 939,,,,1,classic.com
ALFA ROMEO,G1,,,,1,classic.com
ALFA ROMEO,GIULIA,,1300|1600|1600 ZAGATO|1750|BASE|ESTREMA|GTA|GTAM|GTC|GTV|JUNIOR|QUADRIFOGLIO|SPRINT|SPRINT GT|SPRINT GT GTV|SPRINT SPECIALE|TI|TYPE 105|TYPE 952|TZ|VELOCE|ZAGATO,BERLINA|COUPE|SPIDER,30,classic.com
ALFA ROMEO,GIULIETTA,116|940,750101|NORMALE|SPECIALE|SPRINT|VELOCE|VELOCE ALLEGGERITA|VELOCE BASE MODEL|ZAGATO,BERLINA|SPIDER,15,classic.com
ALFA ROMEO,GRAN SPORT QUATTRORUOTE,,,,1,classic.com
ALFA ROMEO,GT,,,,1,classic.com
ALFA ROMEO,GTV SPIDER,,,,1,classic.com
ALFA ROMEO,MONTREAL,,,,1,classic.com
ALFA ROMEO,RL,,,,1,classic.com
ALFA ROMEO,RM,,,,1,classic.com
ALFA ROMEO,ROMEO,,,,1,classic.com
ALFA ROMEO,RZ,,,,1,classic.com
ALFA ROMEO,SPIDER,,SERIES 1|SERIES 2|SERIES 3|SERIES 4,,5,classic.com
ALFA ROMEO,STELVIO,,,,1,classic.com
ALFA ROMEO,SZ,,,,1,classic.com
ALFA ROMEO,TIPO 256,,,,1,classic.com
ALFA ROMEO,TIPO 33,,,,1,classic.com
ALFA ROMEO,TZ3,,,,1,classic.com
ALLARD,J,J1|J2|J2X,JR,,5,classic.com
ALLARD,J SERIES REPLICA,,,,1,classic.com
ALLARD,K,K1|K2|K3,,,4,classic.com
ALLARD,L,,,,1,classic.com
ALLARD,M,,,,1,classic.com
ALLARD,P,P1,P2 SAFARI,,3,classic.com
ALLARD,PALM BEACH,,,,1,classic.com
ALPINE,A106,,,,1,classic.com
ALPINE,A108,,,,1,classic.com
ALPINE,A110,1ST GEN|2ND GEN,,,4,classic.com
ALPINE,A210,,,,1,classic.com
ALPINE,A310,,,,1,classic.com
ALPINE,A610,,,,1,classic.com
ALPINE,GTA,,,,1,classic.com
ALVIS,1240,,,,1,classic.com
ALVIS,1250,,,,1,classic.com
ALVIS,1260,,,,1,classic.com
ALVIS,1270,,,,1,classic.com
ALVIS,43 LITRE,,,,1,classic.com
ALVIS,ALVIS HEALEY,,,,1,classic.com
ALVIS,BARSON SPECIAL,,,,1,classic.com
ALVIS,CRESTED EAGLE,,,,1,classic.com
ALVIS,FIREBIRD,,,,1,classic.com
ALVIS,FIREFLY,,,,1,classic.com
ALVIS,FV603 SARACEN,,,,1,classic.com
ALVIS,SILVER CREST,,,,1,classic.com
ALVIS,SILVER EAGLE,,,,1,classic.com
ALVIS,SPEED 20,,,,1,classic.com
ALVIS,SPEED 25,,,,1,classic.com
ALVIS,TA 14,,,,1,classic.com
ALVIS,TA 21,,,,1,classic.com
ALVIS,TB 14,,,,1,classic.com
ALVIS,TB 21,,,,1,classic.com
ALVIS,TC 21,,,,1,classic.com
ALVIS,TD 21,,SERIES I|SERIES II,,3,classic.com
ALVIS,TE 21,,,,1,classic.com
ALVIS,TF 21,,,,1,classic.com
AM GENERAL,HUMVEE,,,,1,classic.com
AM GENERAL,M35,,,,1,classic.com
AM GENERAL,M915,,,,1,classic.com
AM GENERAL,M939,,,,1,classic.com
AMC,AMBASSADOR,1ST GEN|2ND GEN|3RD GEN|4TH GEN,,,5,classic.com
AMC,AMX,,,,1,classic.com
AMC,CONCORD,,,,1,classic.com
AMC,EAGLE,,,,1,classic.com
AMC,GREMLIN,,,,1,classic.com
AMC,HORNET,SC360,AMX,,4,classic.com
AMC,HURST SCRAMBLER,,,,1,classic.com
AMC,JAVELIN,1ST GEN|2ND GEN,AMX|SST,,9,classic.com
AMC,MARLIN,,,,1,classic.com
AMC,MATADOR,,,,1,classic.com
AMC,MIGHTY MITE,,,,1,classic.com
AMC,PACER,,,,1,classic.com
AMC,REBEL,,SST|THE MACHINE,,4,classic.com
AMC,SPIRIT,,,,1,classic.com
AMPHICAR,MODEL 770,,,,1,classic.com
APOCALYPSE,ALPHA RAPTOR,,,,1,classic.com
APOCALYPSE,DARK HORSE,,,,1,classic.com
APOCALYPSE,HELLFIRE,,,,1,classic.com
APOCALYPSE,JUGGERNAUT,,,,1,classic.com
APOCALYPSE,KNIGHTMARE,,,,1,classic.com
APOCALYPSE,NIRVANA,,,,1,classic.com
APOCALYPSE,OMEGA REX,,,,1,classic.com
APOCALYPSE,OMEGA RHINO,,,,1,classic.com
APOCALYPSE,OVERLORD,,,,1,classic.com
APOCALYPSE,STALLION,,,,1,classic.com
APOCALYPSE,STRIKE FORCE,,,,1,classic.com
APOCALYPSE,SUPER TRUCK,,,,1,classic.com
APOCALYPSE,WARLORD,,,,1,classic.com
APOLLO AUTOMOBIL,INTENSA EMOZIONE,,,,1,classic.com
ARIEL,ACE,,,,1,classic.com
ARIEL,ATOM,V8,2|3|35|4,,7,classic.com
ARIEL,NOMAD,300,R|SPORT|TACTICAL,,5,classic.com
ARNOLT,BRISTOL,,,,1,classic.com
ARNOLT,MG,,,,1,classic.com
ASTON MARTIN,1250,,,,1,classic.com
ASTON MARTIN,1598,,,,1,classic.com
ASTON MARTIN,2 LITRE SPORTS,,,,1,classic.com
ASTON MARTIN,AMB 001,,,,1,classic.com
ASTON MARTIN,CYGNET,,,,1,classic.com
ASTON MARTIN,DB MARK III,,,,1,classic.com
ASTON MARTIN,DB11,V12|V8,,,3,classic.com
ASTON MARTIN,DB12,,BASE|S,,3,classic.com
ASTON MARTIN,DB2,,,,1,classic.com
ASTON MARTIN,DB24,,,,1,classic.com
ASTON MARTIN,DB3S,,,,1,classic.com
ASTON MARTIN,DB4,,COMPETITION|GT|GT CONTINUATION|GT ZAGATO|SANCTION|SERIES I|SERIES II|SERIES III|SERIES IV CONVERTIBLE|SERIES IV COUPE|SERIES V CONVERTIBLE|SERIES V COUPE|VANTAGE,,15,classic.com
ASTON MARTIN,DB5,,GOLDFINGER CONTINUATION|VANTAGE CONVERTIBLE|VANTAGE COUPE,CONVERTIBLE|COUPE|SHOOTING BRAKE,7,classic.com
ASTON MARTIN,DB6,,,,1,classic.com
ASTON MARTIN,DB7,,DB AR1|DB7 BASE MODEL|DB7 ZAGATO|GT GTA|VANTAGE|VOLANTE,COUPE,10,classic.com
ASTON MARTIN,DB9,,GT|VH I|VH II|VOLANTE AUTOMATIC|VOLANTE MANUAL,COUPE,11,classic.com
ASTON MARTIN,DBR1,,,,1,classic.com
ASTON MARTIN,DBR1 REPLICA,,,,1,classic.com
ASTON MARTIN,DBR22,,,,1,classic.com
ASTON MARTIN,DBS,1ST GEN|2ND GEN|3RD GEN,VOLANTE AUTOMATIC|VOLANTE MANUAL,COUPE,8,classic.com
ASTON MARTIN,DBX,707,S,,4,classic.com
ASTON MARTIN,DBZ CENTENARY,,,,1,classic.com
ASTON MARTIN,INTERNATIONAL,,,,1,classic.com
ASTON MARTIN,LAGONDA,,,,1,classic.com
ASTON MARTIN,LAGONDA RAPIDE,,,,1,classic.com
ASTON MARTIN,LE MANS,,,,1,classic.com
ASTON MARTIN,MARK II,,,,1,classic.com
ASTON MARTIN,ONE 77,,,,1,classic.com
ASTON MARTIN,RAPIDE,,AMR|S,,4,classic.com
ASTON MARTIN,SHORT CHASSIS VOLANTE,,,,1,classic.com
ASTON MARTIN,SPEED,,,,1,classic.com
ASTON MARTIN,SPORTS,,,,1,classic.com
ASTON MARTIN,ULSTER,,,,1,classic.com
ASTON MARTIN,V8,V8,SERIES II|SERIES III|SERIES IV|SERIES V|VANTAGE VOLANTE|VOLANTE|ZAGATO,COUPE,10,classic.com
ASTON MARTIN,VALHALLA,,,,1,classic.com
ASTON MARTIN,VALIANT,,,,1,classic.com
ASTON MARTIN,VALKYRIE,,,,1,classic.com
ASTON MARTIN,VALOUR,,,,1,classic.com
ASTON MARTIN,VANQUISH,1ST GEN|2ND GEN|3RD GEN,S|ZAGATO,,9,classic.com
ASTON MARTIN,VANTAGE,1ST GEN|2ND GEN|3RD GEN|N400|N430|V12|V8,007 EDITION|AMR|AMR PRO|F1 EDITION|GTS|HERITAGE RACING EDITION|MANUAL|SPORTSHIFT III|V12 SPEEDSTER|V12 ZAGATO|V8 S|V8 ZAGATO|VANTAGE 43|VANTAGE 47|VANTAGE AMR|VANTAGE COUPE|VANTAGE GT|VANTAGE GT12|VANTAGE GT8|VANTAGE N420|VANTAGE ROADSTER|VANTAGE S|VANTAGE S COUPE|VANTAGE S ROADSTER|VANTAGE V600,COUPE|ROADSTER,46,classic.com
ASTON MARTIN,VIRAGE,1ST GEN|2ND GEN,,,3,classic.com
ASTON MARTIN,VULCAN,,,,1,classic.com
ATTICA,ALL MODELS,,,,1,classic.com
AUBURN,EIGHT,,851 SPEEDSTER|852 SPEEDSTER|REPLICA,,5,classic.com
AUBURN,SIX,,,,1,classic.com
AUBURN,TWELVE,,,,1,classic.com
AUDI,100 200 5000,C1|C2|C3|C4,S4 C4,,7,classic.com
AUDI,50,,,,1,classic.com
AUDI,80 90 4000,B1|B2|B3|B4,S2 B4,,7,classic.com
AUDI,A1,,,,1,classic.com
AUDI,A3,1ST GEN|2ND GEN|3RD GEN|4TH GEN|RS3|S3,,,13,classic.com
AUDI,A4,B5|B6|B7|B8|B9|RS4|S4,AVANT|AVANT AUTOMATIC|AVANT MANUAL|QUATTRO,CABRIOLET|SEDAN,26,classic.com
AUDI,A5,1ST GEN|2ND GEN|3RD GEN|RS5|S5,,CABRIOLET|COUPE,14,classic.com
AUDI,A6,C4|C5|C6|C7|C8|RS6|S6,AVANT,SEDAN,19,classic.com
AUDI,A7,1ST GEN|2ND GEN|S7,RS7 1ST GEN|RS7 2ND GEN,,7,classic.com
AUDI,A8,D2|D3|D4|D5,S8 D2|S8 D3|S8 D4|S8 D5,,10,classic.com
AUDI,CABRIOLET,,,,1,classic.com
AUDI,COUPE,B2|B3|S2,GT|QUATTRO,,9,classic.com
AUDI,E TRON GT,,,,1,classic.com
AUDI,Q7,,,,1,classic.com
AUDI,Q8,,,,1,classic.com
AUDI,Q8 E TRON,,,,1,classic.com
AUDI,QUATTRO,,SPORT,,4,classic.com
AUDI,R8,V10|V8,COMPETITION|GT|GT RWD|GT SPYDER|LMS|PERFORMANCE RWD|PLUS COUPE|PLUS SPYDER|TYPE 42|TYPE 4S|V10 PERFORMANCE QUATTRO|V10 PERFORMANCE RWD|V10 PLUS|V10 QUATTRO|V10 RWD|V10 RWS|V10 SPYDER|V8 SPYDER,COUPE|SPYDER,34,classic.com
AUDI,RS2,,,,1,classic.com
AUDI,TT,MK1|MK2|MK3,RS|TTS,,7,classic.com
AUDI,V8,,,,1,classic.com
AUSTIN,10HP,,,,1,classic.com
AUSTIN,1100 1300,,,,1,classic.com
AUSTIN,126,,,,1,classic.com
AUSTIN,1800,,,,1,classic.com
AUSTIN,3 LITRE,,,,1,classic.com
AUSTIN,A30,,,,1,classic.com
AUSTIN,A35,,,,1,classic.com
AUSTIN,A40,,DEVON|FARINA|SOMERSET|SPORTS,PICKUP,6,classic.com
AUSTIN,A70,,,,1,classic.com
AUSTIN,A90 ATLANTIC,,,,1,classic.com
AUSTIN,ALLEGRO,,,,1,classic.com
AUSTIN,CAMBRIDGE,,,,1,classic.com
AUSTIN,CHAMP,,,,1,classic.com
AUSTIN,EIGHTEEN,,,,1,classic.com
AUSTIN,FX3,,,,1,classic.com
AUSTIN,FX4,,,,1,classic.com
AUSTIN,GIPSY,,,,1,classic.com
AUSTIN,K4,,,,1,classic.com
AUSTIN,LIGHT TWELVE,,,,1,classic.com
AUSTIN,LONDON TAXICAB,,,,1,classic.com
AUSTIN,MAESTRO,,,,1,classic.com
AUSTIN,METRO,,,,1,classic.com
AUSTIN,MONTEGO,,,,1,classic.com
AUSTIN,PRINCESS,,,,1,classic.com
AUSTIN,SEVEN,,,,1,classic.com
AUSTIN,SHEERLINE,,,,1,classic.com
AUSTIN,SIXTEEN,,,,1,classic.com
AUSTIN,SIXTEEN LIGHT SIX,,,,1,classic.com
AUSTIN,TEN,,,,1,classic.com
AUSTIN,TWELVE,,,,1,classic.com
AUSTIN,TWENTY,,,,1,classic.com
AUSTIN,WESTMINSTER,,,,1,classic.com
AUSTIN-HEALEY,100,BN1|BN2,100M|100S|BASE,,8,classic.com
AUSTIN-HEALEY,100 6,BN4|BN6,,,4,classic.com
AUSTIN-HEALEY,3000,BJ7|BJ8,BN7 MK I|BN7 MK II|BT7 MK I|BT7 MK II|MK I|MK II|REPLICA,,11,classic.com
AUSTIN-HEALEY,SPRITE,,MK I|MK II|MK III|MK IV,,6,classic.com
AUTOBIANCHI,A112,,,,1,classic.com
AUTOBIANCHI,BIANCHINA,,,,1,classic.com
AUTOBIANCHI,STELLINA,,,,1,classic.com
AUTOBIANCHI,Y10,,,,1,classic.com
AUTOMOBILES TALBOT,DC,,,,1,classic.com
AUTOMOBILES TALBOT,K74,,,,1,classic.com
AUTOMOBILES TALBOT,M67,,,,1,classic.com
AUTOMOBILES TALBOT,V20,,,,1,classic.com
AUTOZAM,AZ 1,,,,1,classic.com
AUTOZAM,AZ 3,,,,1,classic.com
AUTOZAM,SCRUM,,,,1,classic.com
BENTLEY,3 LITRE,,,,1,classic.com
BENTLEY,312 LITRE,,,,1,classic.com
BENTLEY,4 LITRE,,,,1,classic.com
BENTLEY,412 LITRE,,,,1,classic.com
BENTLEY,414 LITRE,,,,1,classic.com
BENTLEY,612 LITRE,,,,1,classic.com
BENTLEY,8 LITRE,,,,1,classic.com
BENTLEY,ARNAGE,,,,1,classic.com
BENTLEY,AZURE,1ST GEN|2ND GEN,,,3,classic.com
BENTLEY,B SPECIALS,,,,1,classic.com
BENTLEY,BACALAR,,,,1,classic.com
BENTLEY,BENTAYGA,V8|W12,EWB|HYBRID|SPEED,,6,classic.com
BENTLEY,BROOKLANDS,1ST GEN|2ND GEN,,,2,classic.com
BENTLEY,CONTINENTAL,,R|SC|T,,4,classic.com
BENTLEY,CONTINENTAL CONVERTIBLE,,,,1,classic.com
BENTLEY,CONTINENTAL GT,1ST GEN|2ND GEN|3RD GEN|4TH GEN|GT3|V8|W12,GT|GT3 R|GTC|GTC V8|GTC W12|GTZ|MULLINER DRIVING SPECIFICATION|SPEED|SUPERSPORTS|V8 S,COUPE,32,classic.com
BENTLEY,CORNICHE,,,,1,classic.com
BENTLEY,EIGHT,,,,1,classic.com
BENTLEY,FLYING SPUR,1ST GEN|2ND GEN|3RD GEN,,,4,classic.com
BENTLEY,MARK V,,,,1,classic.com
BENTLEY,MARK VI,,,,1,classic.com
BENTLEY,MULSANNE,1ST GEN|2ND GEN,,,3,classic.com
BENTLEY,R TYPE,,CONTINENTAL,,3,classic.com
BENTLEY,S SERIES,S1|S2|S3,CONTINENTAL,,10,classic.com
BENTLEY,T SERIES,T1|T2,,,3,classic.com
BENTLEY,TURBO R,,TURBO RL|TURBO RT|TURBO S,,5,classic.com
BENZ CIE,10 HP MYLORD COUPE,,,,1,classic.com
BENZ CIE,1030,,,,1,classic.com
BENZ CIE,1845,,,,1,classic.com
BENZ CIE,3560,,,,1,classic.com
BENZ CIE,50 PS,,,,1,classic.com
BENZ CIE,820,,,,1,classic.com
BENZ CIE,IDEAL,,,,1,classic.com
BENZ CIE,PATENT MOTORWAGEN REPLICA,,,,1,classic.com
BENZ CIE,STAR,,,,1,classic.com
BENZ CIE,VELO,,,,1,classic.com
BENZ CIE,VICTORIA,,,,1,classic.com
BERTONE,FREECLIMBER,,,,1,classic.com
BERTONE,MANTIDE,,,,1,classic.com
BERTONE,NUCCIO,,,,1,classic.com
BILL THOMAS,CHEETAH,,,,1,classic.com
BILL THOMAS,REPLICA,,,,1,classic.com
BITTER,CD,,,,1,classic.com
BITTER,SC,,,,1,classic.com
BMW,02 SERIES,,1502|1602|1802|ALPINA|TI|TII|TOP CABRIOLET|TURBO,CABRIOLET|COUPE|TOURING,21,classic.com
BMW,1 SERIES,E8X|F20|F40|M135I|M140I,125I|128I|130I|135I|135IS|1M,,13,classic.com
BMW,1600 GT,,,,1,classic.com
BMW,2 SERIES,F22|G42|M2|M235I|M240I,COMPETITION|CS|M235I XDRIVE|M235IR|M240I XDRIVE|M240IR|MODE DESIGN 10TH ANNIVERSARY EDITION|PERFORMANCE EDITION,,21,classic.com
BMW,2600 GT,,,,1,classic.com
BMW,3 20,,,,1,classic.com
BMW,3 SERIES,E21|E30|E36|E46|E90|F30|G20|M3|M340I,30 JAHRE|315|316|316I|318|318CI|318D|318I|318IS|318TDS|318TI|320|3206|320CI|320D|320I|320IS|320SI|323CI|323I|323IS|323TI|324D|324TD|325|325CI|325D|325E|325ES|325I|325IS|325IX|325TDS|325TI|325XI|328CI|328I|328IS|328XI|330CI|330CI ZHP|330D|330I|330I ZHP|330XI|335D|335I|335IS|335XI|340I|340I XDRIVE|50 JAHRE|ALPINA B3|ALPINA B6|ALPINA B8|ALPINA C1|ALPINA C2|ALPINA D3|BAUR AUTOMATIC|BAUR MANUAL|COMPETITION|COMPETITION PACKAGE|COMPETITION PACKAGE MANUAL|COMPETITION PACKAGE SMG|COMPETITION XDRIVE|CONVERTIBLE SMG|COUPE SMG|CRT|CS|CSL|EUROPAMEISTER|EVO I|EVO II|EVOLUTION|GT|GT INDIVIDUAL|GTS|IMOLA INDIVIDUAL|JOHNNY CECOTTO EDITION|LIGHTWEIGHT|LIME ROCK PARK EDITION|M340I XDRIVE|PURE|SPORT EVOLUTION|ZCP COUPE AUTOMATIC|ZCP COUPE MANUAL|ZCP SEDAN AUTOMATIC|ZCP SEDAN MANUAL,CONVERTIBLE|COUPE|SEDAN|TOURING,199,classic.com
BMW,30 CSL,,,,1,classic.com
BMW,3000 GT,,,,1,classic.com
BMW,303,309|315|319|329,,,5,classic.com
BMW,315,,,,1,classic.com
BMW,320,,,,1,classic.com
BMW,3200 CS,,,,1,classic.com
BMW,321,,,,1,classic.com
BMW,326,,,,1,classic.com
BMW,327,,,,1,classic.com
BMW,327328,,,,1,classic.com
BMW,328,,,,1,classic.com
BMW,335,,,,1,classic.com
BMW,4 SERIES,F32|G22|GT4|M4|M440I,420D|420I|428I|428I XDRIVE|430I|430I XDRIVE|435D|435I|435I XDRIVE|440I|440I XDRIVE|50 JAHRE|ALPINA B4|ALPINA D4|COMPETITION PACKAGE|CS|CSL|DTM CHAMPION EDITION|GTS|KITH EDITION|M HERITAGE EDITION|M440I XDRIVE|MAGNY COURS EDITION,,39,classic.com
BMW,5 SERIES,E12|E28|E34|E39|E60|F10|G30|G60|M5|M535I|M540I,30 JAHRE|35 JAHRE|518|518I|520|5206|520I|523I|524TD|525|525D|525E|525I|525IX|525TDS|525XI|528|528E|528I|528XI|530I|530XI|533I|535I|535IS|535XI|540I|545I|550I|550I XDRIVE|ALPINA B10|ALPINA B2|ALPINA B28|ALPINA B5|ALPINA B7|ALPINA B9|ALPINA D10|ALPINA D5|ALPINA TWR|BASE MODEL AUTOMATIC|BASE MODEL MANUAL|COMPETITION PACKAGE|COMPETITION PACKAGE AUTOMATIC|COMPETITION PACKAGE MANUAL|CS|FIRST EDITION|GRAN TURISMO|M550I XDRIVE|SEDAN SMG|TOURING SMG,SEDAN|TOURING,110,classic.com
BMW,501,,,,1,classic.com
BMW,502,,,,1,classic.com
BMW,503,,,,1,classic.com
BMW,507,,,,1,classic.com
BMW,6 SERIES,E24|E63|F12|L6|M6,628CSI AUTOMATIC|628CSI MANUAL|630CSI AUTOMATIC|630CSI MANUAL|630I|633CSI AUTOMATIC|633CSI MANUAL|635CSI AUTOMATIC|635CSI MANUAL|635D|640I|645CI|650I|ALPINA B10|ALPINA B6|ALPINA B7|ALPINA B9|M635CSI,CONVERTIBLE|COUPE,38,classic.com
BMW,7 SERIES,E23|E32|E38|E65|F01|G11|G70|I7|L7|M760I,725TDS|728|728I|730D|730I|730LI|732I|733I|735I|735IL|740I|740IL|745I|745I SA|745LI|750I|750I XDRIVE|750IL|750LI|750LI XDRIVE|750LXI|750XI|760I|760LI|ALPINA B11|ALPINA B12|ALPINA B7|ALPINA B9|EDRIVE50|M70 XDRIVE|XDRIVE60,,64,classic.com
BMW,700,,,,1,classic.com
BMW,8 SERIES,E31|G15|M8|M850I,840CI AUTOMATIC|840CI MANUAL|840I|850CI AUTOMATIC|850CI MANUAL|850CSI MANUAL|850I AUTOMATIC|850I MANUAL|ALPINA B12|ALPINA B8|COMPETITION,,17,classic.com
BMW,ALPINA RLE,,,,1,classic.com
BMW,ALPINA ROADSTER V8,,,,1,classic.com
BMW,I3,,,,1,classic.com
BMW,I5,,,,1,classic.com
BMW,I8,,,,1,classic.com
BMW,ISETTA,250|300|600,,,4,classic.com
BMW,M1,,ROAD CARS,,3,classic.com
BMW,MOTORRAD,C1|C600|F650|F700|F800|F900|G310|G650|HP2|HP4|K1|K100|K1100|K1200|K1300|K1600|K75|M1000|R100|R11|R1100|R1150|R12|R1200|R1250|R1300|R16|R17|R18|R2|R25|R26|R27|R32|R35|R37|R39|R4|R42|R45|R47|R5|R50|R51|R52|R57|R60|R61|R62|R63|R65|R66|R67|R68|R69|R71|R75|R80|R850|R90|RS500|RS54|S1000,CE|F750 GP|NMOTO NOSTALGIA|R NINET,,68,classic.com
BMW,NEW CLASS,,1500|1600|1800|2000 C|2000 CS,COUPE|SEDAN,10,classic.com
BMW,NEW SIX,E3|E9,25 CS|2500|2800|2800 CS|30 CS|30 CSI|30 CSL|30 L|30 S|30 SI|33 L|33 LI|ALPINA|BAVARIA,,18,classic.com
BMW,X3,E83|F25|G01|G45,,,5,classic.com
BMW,X4,F26|G02|M40I,ALPINA XD4|M,,7,classic.com
BMW,X5,E53|E70|F15|G05|M50I|M60I,30D|30I|30SI|44I|46IS|48I|48IS|M,,17,classic.com
BMW,X6,E71|F16|G06|M50D|M50I|M60I,M,,10,classic.com
BMW,X7,M50I|M60I,ALPINA XB7,,4,classic.com
BMW,XM,,LABEL,,3,classic.com
BMW,Z1,,,,1,classic.com
BMW,Z3,,18|19|19I|20|22I|23|25I|28|30I|M,COUPE|ROADSTER,16,classic.com
BMW,Z4,E85|E89|G29,20I|22I|25I|25SI|30I|30SI|ALPINA ROADSTER S|SDRIVE18I|SDRIVE20I|SDRIVE23I|SDRIVE28I|SDRIVE30I|SDRIVE35I|SDRIVE35IS|Z4 M COUPE|Z4 M ROADSTER,,21,classic.com
BMW,Z8,,,,1,classic.com
BOCAR,XP SERIES,,,,1,classic.com
BORGWARD,B2000,,,,1,classic.com
BORGWARD,B611,,,,1,classic.com
BORGWARD,ISABELLA,,,,1,classic.com
BORGWARD,L1400,,,,1,classic.com
BRICKLIN,SV 1,,,,1,classic.com
BRIGGS CUNNINGHAM,C 3,,,,1,classic.com
BRIGGS CUNNINGHAM,C 4R,,,,1,classic.com
BRISTOL,400,,,,1,classic.com
BRISTOL,401402,,,,1,classic.com
BRISTOL,403,,,,1,classic.com
BRISTOL,404405,,,,1,classic.com
BRISTOL,406,,,,1,classic.com
BRISTOL,407,,,,1,classic.com
BRISTOL,408,,,,1,classic.com
BRISTOL,409,,,,1,classic.com
BRISTOL,410,,,,1,classic.com
BRISTOL,411,,,,1,classic.com
BRISTOL,412,,,,1,classic.com
BRISTOL,603,,,,1,classic.com
BROCKHOUSE,CORGI,,,,1,classic.com
BSA,1520,,,,1,classic.com
BSA,MOTORCYCLES,,,,1,classic.com
BSA,SCOUT,,,,1,classic.com
BSA,TRIKE,,,,1,classic.com
BUGATTI,AVIO,,,,1,classic.com
BUGATTI,BOLIDE,,,,1,classic.com
BUGATTI,CENTODIECI,,,,1,classic.com
BUGATTI,CHIRON,,110 ANS BUGATTI|PROFILEE|PUR SPORT|SPORT|SUPER SPORT|SUPER SPORT 300,,8,classic.com
BUGATTI,DIVO,,,,1,classic.com
BUGATTI,EB110,,GT|SUPER SPORT|SUPER SPORT LIGHTWEIGHT BY DAUER,,4,classic.com
BUGATTI,EB112,,,,1,classic.com
BUGATTI,MISTRAL,,,,1,classic.com
BUGATTI,TYPE 10,,,,1,classic.com
BUGATTI,TYPE 101,,,,1,classic.com
BUGATTI,TYPE 13,,,,1,classic.com
BUGATTI,TYPE 22,,,,1,classic.com
BUGATTI,TYPE 23,,,,1,classic.com
BUGATTI,TYPE 30,,,,1,classic.com
BUGATTI,TYPE 35,,35|35A|35B|35C|REPLICA,,6,classic.com
BUGATTI,TYPE 37,,,,1,classic.com
BUGATTI,TYPE 38,,,,1,classic.com
BUGATTI,TYPE 39,,,,1,classic.com
BUGATTI,TYPE 40,,,,1,classic.com
BUGATTI,TYPE 43,,,,1,classic.com
